,基金代码,基金简称,基金名称,基金类型,基金拼音
9556,011686,CJHXXJZBGPC,创金合信先进装备股票C,股票型,CHUANGJINHEXINXIANJINZHUANGBEIGUPIAOC
9557,011689,FADSQQDHH,富安达双擎驱动混合,混合型,FUANDASHUANGQINGQUDONGHUNHE
9558,011702,GFRXWJZLHHC,广发睿享稳健增利混合C,混合型,GUANGFARUIXIANGWENJIANZENGLIHUNHEC
9559,011707,DWPZYHHHC,东吴配置优化混合C,混合型,DONGWUPEIZHIYOUHUAHUNHEC
9560,011742,DCHPYNDKZFQS,大成惠平一年定开债发起式,定开债券,DACHENGHUIPINGYINIANDINGKAIZHAIFAQISHI
9561,020001,GTJYZZHH,国泰金鹰增长混合,混合型,GUOTAIJINYINGZENGZHANGHUNHE
9562,020002,GTJLZQA,国泰金龙债券A,债券型,GUOTAIJINLONGZHAIQUANA
9563,020003,GTJLHYHH,国泰金龙行业混合,混合型,GUOTAIJINLONGHANGYEHUNHE
9564,020005,GTJMWJHH,国泰金马稳健混合,混合型,GUOTAIJINMAWENJIANHUNHE
9565,020007,GTHBA,国泰货币A,货币型,GUOTAIHUOBIA
9566,020009,GTJPLCHH,国泰金鹏蓝筹混合,混合型,GUOTAIJINPENGLANCHOUHUNHE
9567,020010,GTJNCXCZHH,国泰金牛创新成长混合,混合型,GUOTAIJINNIUCHUANGXINCHENGZHANGHUNHE
9568,020011,GTHS300ZSA,国泰沪深300指数A,股票指数,GUOTAIHUSHEN300ZHISHUA
9569,020012,GTJLZQC,国泰金龙债券C,债券型,GUOTAIJINLONGZHAIQUANC
9570,020015,GTQWYSHH,国泰区位优势混合,混合型,GUOTAIQUWEIYOUSHIHUNHE
9571,020018,GTJLHH,国泰金鹿混合,混合型,GUOTAIJINLUHUNHE
9572,020019,GTSLZQA,国泰双利债券A,债券型,GUOTAISHUANGLIZHAIQUANA
9573,020020,GTSLZQC,国泰双利债券C,债券型,GUOTAISHUANGLIZHAIQUANC
9574,020021,GTSZ180JRETFLJ,国泰上证180金融ETF联接,联接基金,GUOTAISHANGZHENG180JINRONGETFLIANJIE
9575,020022,GTCLJZLHPZHH,国泰策略价值灵活配置混合,混合型,GUOTAICELUEJIAZHILINGHUOPEIZHIHUNHE
9576,020023,GTSJQDCLHH,国泰事件驱动策略混合,混合型,GUOTAISHIJIANQUDONGCELUEHUNHE
9577,020026,GTCZYXHH,国泰成长优选混合,混合型,GUOTAICHENGZHANGYOUXUANHUNHE
9578,020031,GTXJGLHBA,国泰现金管理货币A,货币型,GUOTAIXIANJINGUANLIHUOBIA
9579,020032,GTXJGLHBB,国泰现金管理货币B,货币型,GUOTAIXIANJINGUANLIHUOBIB
9580,020033,GTMAZLZQA,国泰民安增利债券A,债券型,GUOTAIMINANZENGLIZHAIQUANA
9581,020034,GTMAZLZQC,国泰民安增利债券C,债券型,GUOTAIMINANZENGLIZHAIQUANC
9582,040001,HACXHH,华安创新混合,混合型,HUAANCHUANGXINHUNHE
9583,040002,HAZGAGZQZS,华安中国A股增强指数,股票指数,HUAANZHONGGUOAGUZENGQIANGZHISHU
9584,040003,HAXJFLHBA,华安现金富利货币A,货币型,HUAANXIANJINFULIHUOBIA
9585,040004,HABLPZHH,华安宝利配置混合,混合型,HUAANBAOLIPEIZHIHUNHE
9586,040005,HAHLHH,华安宏利混合,混合型,HUAANHONGLIHUNHE
9587,040007,HAZXPCZHH,华安中小盘成长混合,混合型,HUAANZHONGXIAOPANCHENGZHANGHUNHE
9588,040008,HACLYXHH,华安策略优选混合,混合型,HUAANCELUEYOUXUANHUNHE
9589,040009,HAWDSYZQA,华安稳定收益债券A,债券型,HUAANWENDINGSHOUYIZHAIQUANA
9590,040010,HAWDSYZQB,华安稳定收益债券B,债券型,HUAANWENDINGSHOUYIZHAIQUANB
9591,040011,HAHXYXHH,华安核心优选混合,混合型,HUAANHEXINYOUXUANHUNHE
9592,040012,HAQHSYZQA,华安强化收益债券A,债券型,HUAANQIANGHUASHOUYIZHAIQUANA
9593,040013,HAQHSYZQB,华安强化收益债券B,债券型,HUAANQIANGHUASHOUYIZHAIQUANB
9594,040015,HADTLHPZHH,华安动态灵活配置混合,混合型,HUAANDONGTAILINGHUOPEIZHIHUNHE
9595,040016,HAHYLDHH,华安行业轮动混合,混合型,HUAANHANGYELUNDONGHUNHE
9596,040018,HAXGJXGPQDII,华安香港精选股票(QDII),QDII,HUAANXIANGGANGJINGXUANGUPIAOQDII
9597,040019,HAWGSYZQC,华安稳固收益债券C,债券型,HUAANWENGUSHOUYIZHAIQUANC
9598,040020,HASJZTHH,华安升级主题混合,混合型,HUAANSHENGJIZHUTIHUNHE
9599,040021,HADZHSJGP,华安大中华升级股票,QDII,HUAANDAZHONGHUASHENGJIGUPIAO
9600,040022,HAKZZZQA,华安可转债债券A,债券型,HUAANKEZHUANZHAIZHAIQUANA
9601,040023,HAKZZZQB,华安可转债债券B,债券型,HUAANKEZHUANZHAIZHAIQUANB
9602,040025,HAKJDLHH,华安科技动力混合,混合型,HUAANKEJIDONGLIHUNHE
9603,040026,HAXYSJHZQA,华安信用四季红债券A,债券型,HUAANXINYONGSIJIHONGZHAIQUANA
9604,040035,HANXCLHH,华安逆向策略混合,混合型,HUAANNIXIANGCELUEHUNHE
9605,040036,HAAXSYZQA,华安安心收益债券A,债券型,HUAANANXINSHOUYIZHAIQUANA
9606,040037,HAAXSYZQB,华安安心收益债券B,债券型,HUAANANXINSHOUYIZHAIQUANB
9607,040038,HARRXHBA,华安日日鑫货币A,货币型,HUAANRIRIXINHUOBIA
9608,040039,HARRXHBB,华安日日鑫货币B,货币型,HUAANRIRIXINHUOBIB
9609,040040,HACZZQA,华安纯债债券A,债券型,HUAANCHUNZHAIZHAIQUANA
9610,040041,HACZZQC,华安纯债债券C,债券型,HUAANCHUNZHAIZHAIQUANC
9611,040045,HATXZDZA,华安添鑫中短债A,债券型,HUAANTIANXINZHONGDUANZHAIA
9612,040046,HANSDK100ZS,华安纳斯达克100指数,QDII-指数,HUAANNASIDAKE100ZHISHU
9613,040047,HANSDK100ZSXC,华安纳斯达克100指数现钞,QDII-指数,HUAANNASIDAKE100ZHISHUXIANCHAO
9614,040048,HANSDK100ZSXH,华安纳斯达克100指数现汇,QDII-指数,HUAANNASIDAKE100ZHISHUXIANHUI
9615,040180,HASZ180ETFLJ,华安上证180ETF联接,联接基金,HUAANSHANGZHENG180ETFLIANJIE
9616,040190,HASZLTETFLJ,华安上证龙头ETF联接,联接基金,HUAANSHANGZHENGLONGTOUETFLIANJIE
9617,041001,HACXHH,华安创新混合(后端),混合型,HUAANCHUANGXINHUNHE
9618,041002,HAZGAGZQZS,华安中国A股增强指数(后端),股票指数,HUAANZHONGGUOAGUZENGQIANGZHISHU
9619,041003,HAXJFLHBB,华安现金富利货币B,货币型,HUAANXIANJINFULIHUOBIB
9620,041004,HABLPZHH,华安宝利配置混合(后端),混合型,HUAANBAOLIPEIZHIHUNHE
9621,041005,HAHLHH,华安宏利混合(后端),混合型,HUAANHONGLIHUNHE
9622,041007,HAZXPCZHH,华安中小盘成长混合(后端),混合型,HUAANZHONGXIAOPANCHENGZHANGHUNHE
9623,041008,HACLYXHH,华安策略优选混合(后端),混合型,HUAANCELUEYOUXUANHUNHE
9624,041009,HAWDSYZQA,华安稳定收益债券A(后端),债券型,HUAANWENDINGSHOUYIZHAIQUANA
9625,041011,HAHXYXHH,华安核心优选混合(后端),混合型,HUAANHEXINYOUXUANHUNHE
9626,050001,BSJZZZHH,博时价值增长混合,混合型,BOSHIJIAZHIZENGZHANGHUNHE
9627,050002,BSHS300ZSA,博时沪深300指数A,股票指数,BOSHIHUSHEN300ZHISHUA
9628,050003,BSXJSYHBA,博时现金收益货币A,货币型,BOSHIXIANJINSHOUYIHUOBIA
9629,050004,BSJXHHA,博时精选混合A,混合型,BOSHIJINGXUANHUNHEA
9630,050006,BSWDJZZQB,博时稳定价值债券B,债券型,BOSHIWENDINGJIAZHIZHAIQUANB
9631,050007,BSPHPZHH,博时平衡配置混合,混合型,BOSHIPINGHENGPEIZHIHUNHE
9632,050008,BSDSCYHH,博时第三产业混合,混合型,BOSHIDISANCHANYEHUNHE
9633,050009,BSXXCZHH,博时新兴成长混合,混合型,BOSHIXINXINGCHENGZHANGHUNHE
9634,050010,BSTXJZHHA,博时特许价值混合A,混合型,BOSHITEXUJIAZHIHUNHEA
9635,050011,BSXYZQAB,博时信用债券A/B,债券型,BOSHIXINYONGZHAIQUANAB
9636,050012,BSCLHH,博时策略混合,混合型,BOSHICELUEHUNHE
9637,050013,BSSZCDPETFLJ,博时上证超大盘ETF联接,联接基金,BOSHISHANGZHENGCHAODAPANETFLIANJIE
9638,050014,BSCYCZHHA,博时创业成长混合A,混合型,BOSHICHUANGYECHENGZHANGHUNHEA
9639,050015,BSDZHYTJX,博时大中华亚太精选,QDII,BOSHIDAZHONGHUAYATAIJINGXUAN
9640,050016,BSHGHBZQAB,博时宏观回报债券A/B,债券型,BOSHIHONGGUANHUIBAOZHAIQUANAB
9641,050018,BSHYLDHH,博时行业轮动混合,混合型,BOSHIHANGYELUNDONGHUNHE
9642,050019,BSZZZQZQA,博时转债增强债券A,债券型,BOSHIZHUANZHAIZENGQIANGZHAIQUANA
9643,050020,BSKTZZQHB,博时抗通胀增强回报,QDII,BOSHIKANGTONGZHANGZENGQIANGHUIBAO
9644,050021,BSCYBETFLJA,博时创业板ETF联接A,联接基金,BOSHICHUANGYEBANETFLIANJIEA
9645,050022,BSHBHH,博时回报混合,混合型,BOSHIHUIBAOHUNHE
9646,050023,BSTYZQA,博时天颐债券A,债券型,BOSHITIANYIZHAIQUANA
9647,050024,BSSZZRZYETFLJ,博时上证自然资源ETF联接,联接基金,BOSHISHANGZHENGZIRANZIYUANETFLIANJIE
9648,050025,BSBP500ETFLJA,博时标普500ETF联接A,QDII-指数,BOSHIBIAOPU500ETFLIANJIEA
9649,050026,BSYLBJHYHHA,博时医疗保健行业混合A,混合型,BOSHIYILIAOBAOJIANHANGYEHUNHEA
9650,050027,BSXYZCZZQA,博时信用债纯债债券A,债券型,BOSHIXINYONGZHAICHUNZHAIZHAIQUANA
9651,050028,BSAXSYDKZA,博时安心收益定开债A,定开债券,BOSHIANXINSHOUYIDINGKAIZHAIA
9652,050030,BSYZPXSYZQ,博时亚洲票息收益债券,QDII,BOSHIYAZHOUPIAOXISHOUYIZHAIQUAN
9653,050106,BSWDJZZQA,博时稳定价值债券A,债券型,BOSHIWENDINGJIAZHIZHAIQUANA
9654,050111,BSXYZQC,博时信用债券C,债券型,BOSHIXINYONGZHAIQUANC
9655,050116,BSHGHBZQC,博时宏观回报债券C,债券型,BOSHIHONGGUANHUIBAOZHAIQUANC
9656,050119,BSZZZQZQC,博时转债增强债券C,债券型,BOSHIZHUANZHAIZENGQIANGZHAIQUANC
9657,050123,BSTYZQC,博时天颐债券C,债券型,BOSHITIANYIZHAIQUANC
9658,050128,BSAXSYDKZC,博时安心收益定开债C,定开债券,BOSHIANXINSHOUYIDINGKAIZHAIC
9659,050201,BSJZZZEHHH,博时价值增长贰号混合,混合型,BOSHIJIAZHIZENGZHANGERHAOHUNHE
9660,050202,BSYZPXSYZQXH,博时亚洲票息收益债券现汇,QDII,BOSHIYAZHOUPIAOXISHOUYIZHAIQUANXIANHUI
9661,050203,BSYZPXSYZQXC,博时亚洲票息收益债券现钞,QDII,BOSHIYAZHOUPIAOXISHOUYIZHAIQUANXIANCHAO
9662,051001,BSJZZZHH,博时价值增长混合(后端),混合型,BOSHIJIAZHIZENGZHANGHUNHE
9663,051010,BSTXJZHHA,博时特许价值混合A(后端),混合型,BOSHITEXUJIAZHIHUNHEA
9664,051011,BSXYZQAB,博时信用债券A/B(后端),债券型,BOSHIXINYONGZHAIQUANAB
9665,051014,BSCYCZHHA,博时创业成长混合A(后端),混合型,BOSHICHUANGYECHENGZHANGHUNHEA
9666,051016,BSHGHBZQAB,博时宏观回报债券A/B(后端),债券型,BOSHIHONGGUANHUIBAOZHAIQUANAB
9667,051106,BSWDJZZQA,博时稳定价值债券A(后端),债券型,BOSHIWENDINGJIAZHIZHAIQUANA
9668,051201,BSJZZZEHHH,博时价值增长贰号混合(后端),混合型,BOSHIJIAZHIZENGZHANGERHAOHUNHE
9669,070001,JSCZSYHHA,嘉实成长收益混合A,混合型,JIASHICHENGZHANGSHOUYIHUNHEA
9670,070002,JSZZHH,嘉实增长混合,混合型,JIASHIZENGZHANGHUNHE
9671,070003,JSWJHH,嘉实稳健混合,混合型,JIASHIWENJIANHUNHE
9672,070005,JSZQ,嘉实债券,债券型,JIASHIZHAIQUAN
9673,070006,JSFWZZHYHH,嘉实服务增值行业混合,混合型,JIASHIFUWUZENGZHIHANGYEHUNHE
9674,070008,JSHBA,嘉实货币A,货币型,JIASHIHUOBIA
9675,070009,JSCDZZQ,嘉实超短债债券,债券型,JIASHICHAODUANZHAIZHAIQUAN
9676,070010,JSZTHH,嘉实主题混合,混合型,JIASHIZHUTIHUNHE
9677,070011,JSCLHH,嘉实策略混合,混合型,JIASHICELUEHUNHE
9678,070012,JSHWZGGPHH,嘉实海外中国股票混合,QDII,JIASHIHAIWAIZHONGGUOGUPIAOHUNHE
9679,070013,JSYJJXHHA,嘉实研究精选混合A,混合型,JIASHIYANJIUJINGXUANHUNHEA
9680,070015,JSDYZQA,嘉实多元债券A,债券型,JIASHIDUOYUANZHAIQUANA
9681,070016,JSDYZQB,嘉实多元债券B,债券型,JIASHIDUOYUANZHAIQUANB
9682,070017,JSLHAEFHH,嘉实量化阿尔法混合,混合型,JIASHILIANGHUAAERFAHUNHE
9683,070018,JSHBHH,嘉实回报混合,混合型,JIASHIHUIBAOHUNHE
9684,070019,JSJZYSHH,嘉实价值优势混合,混合型,JIASHIJIAZHIYOUSHIHUNHE
9685,070020,JSWGSYZQC,嘉实稳固收益债券C,债券型,JIASHIWENGUSHOUYIZHAIQUANC
9686,070021,JSZTXDLHH,嘉实主题新动力混合,混合型,JIASHIZHUTIXINDONGLIHUNHE
9687,070022,JSLXCZHH,嘉实领先成长混合,混合型,JIASHILINGXIANCHENGZHANGHUNHE
9688,070023,JSSZJBM120LJA,嘉实深证基本面120联接A,联接基金,JIASHISHENZHENGJIBENMIAN120LIANJIEA
9689,070025,JSXYZQA,嘉实信用债券A,债券型,JIASHIXINYONGZHAIQUANA
9690,070026,JSXYZQC,嘉实信用债券C,债券型,JIASHIXINYONGZHAIQUANC
9691,070027,JSZQYXHH,嘉实周期优选混合,混合型,JIASHIZHOUQIYOUXUANHUNHE
9692,070028,JSAXHBA,嘉实安心货币A,货币型,JIASHIANXINHUOBIA
9693,070029,JSAXHBB,嘉实安心货币B,货币型,JIASHIANXINHUOBIB
9694,070030,JSZC400ETFLJA,嘉实中创400ETF联接A,联接基金,JIASHIZHONGCHUANG400ETFLIANJIEA
9695,070031,JSQQFDCQDII,嘉实全球房地产(QDII),QDII,JIASHIQUANQIUFANGDICHANQDII
9696,070032,JSYHHLHH,嘉实优化红利混合,混合型,JIASHIYOUHUAHONGLIHUNHE
9697,070037,JSCZZQA,嘉实纯债债券A,债券型,JIASHICHUNZHAIZHAIQUANA
9698,070038,JSCZZQC,嘉实纯债债券C,债券型,JIASHICHUNZHAIZHAIQUANC
9699,070039,JSZZ500ETFLJC,嘉实中证500ETF联接C,联接基金,JIASHIZHONGZHENG500ETFLIANJIEC
9700,070088,JSHBB,嘉实货币B,货币型,JIASHIHUOBIB
9701,070099,JSYZQYHH,嘉实优质企业混合,混合型,JIASHIYOUZHIQIYEHUNHE
9702,080001,CSCZJZHH,长盛成长价值混合,混合型,CHANGSHENGCHENGZHANGJIAZHIHUNHE
9703,080002,CSCXXFHH,长盛创新先锋混合,混合型,CHANGSHENGCHUANGXINXIANFENGHUNHE
9704,080003,CSJJPZZQ,长盛积极配置债券,债券型,CHANGSHENGJIJIPEIZHIZHAIQUAN
9705,080005,CSLHHLHH,长盛量化红利混合,混合型,CHANGSHENGLIANGHUAHONGLIHUNHE
9706,080006,CSHQHYHHQDII,长盛环球行业混合(QDII),QDII,CHANGSHENGHUANQIUHANGYEHUNHEQDII
9707,080007,CSTXHYPZHHA,长盛同鑫行业配置混合A,混合型,CHANGSHENGTONGXINHANGYEPEIZHIHUNHEA
9708,080008,CSZLXXCYHHA,长盛战略新兴产业混合A,混合型,CHANGSHENGZHANLUEXINXINGCHANYEHUNHEA
9709,080011,CSHBA,长盛货币A,货币型,CHANGSHENGHUOBIA
9710,080012,CSDZXXCYHH,长盛电子信息产业混合,混合型,CHANGSHENGDIANZIXINXICHANYEHUNHE
9711,080015,CSZXPJXHH,长盛中小盘精选混合,混合型,CHANGSHENGZHONGXIAOPANJINGXUANHUNHE
9712,090001,DCJZZZHH,大成价值增长混合,混合型,DACHENGJIAZHIZENGZHANGHUNHE
9713,090002,DCZQAB,大成债券A/B,债券型,DACHENGZHAIQUANAB
9714,090003,DCLCWJHH,大成蓝筹稳健混合,混合型,DACHENGLANCHOUWENJIANHUNHE
9715,090004,DCJXZZHH,大成精选增值混合,混合型,DACHENGJINGXUANZENGZHIHUNHE
9716,090005,DCHBA,大成货币A,货币型,DACHENGHUOBIA
9717,090006,DC2020SMZQHH,大成2020生命周期混合,混合型,DACHENG2020SHENGMINGZHOUQIHUNHE
9718,090007,DCCLHBHH,大成策略回报混合,混合型,DACHENGCELUEHUIBAOHUNHE
9719,090009,DCHYLDHH,大成行业轮动混合,混合型,DACHENGHANGYELUNDONGHUNHE
9720,090010,DCZZHLZSA,大成中证红利指数A,股票指数,DACHENGZHONGZHENGHONGLIZHISHUA
9721,090011,DCHXSDLHH,大成核心双动力混合,混合型,DACHENGHEXINSHUANGDONGLIHUNHE
9722,090012,DCSZCZ40ETFLJ,大成深证成长40ETF联接,联接基金,DACHENGSHENZHENGCHENGZHANG40ETFLIANJIE
9723,090013,DCJZYSHH,大成竞争优势混合,混合型,DACHENGJINGZHENGYOUSHIHUNHE
9724,090015,DCNXZZHHA,大成内需增长混合A,混合型,DACHENGNEIXUZENGZHANGHUNHEA
9725,090016,DCXFZTHH,大成消费主题混合,混合型,DACHENGXIAOFEIZHUTIHUNHE
9726,090017,DCKZZZQZQ,大成可转债增强债券,债券型,DACHENGKEZHUANZHAIZENGQIANGZHAIQUAN
9727,090018,DCXRCYHH,大成新锐产业混合,混合型,DACHENGXINRUICHANYEHUNHE
9728,090019,DCJHHHA,大成景恒混合A,混合型,DACHENGJINGHENGHUNHEA
9729,090020,DCJKCYHH,大成健康产业混合,混合型,DACHENGJIANKANGCHANYEHUNHE
9730,090021,DCYTLZQA,大成月添利债券A,债券型,DACHENGYUETIANLIZHAIQUANA
9731,090022,DCXJZLHBA,大成现金增利货币A,货币型,DACHENGXIANJINZENGLIHUOBIA
9732,090023,DCAHJRZC,大成安汇金融债C,债券型,DACHENGANHUIJINRONGZHAIC
9733,091001,DCJZZZHH,大成价值增长混合(后端),混合型,DACHENGJIAZHIZENGZHANGHUNHE
9734,091002,DCZQAB,大成债券A/B(后端),债券型,DACHENGZHAIQUANAB
9735,091003,DCLCWJHH,大成蓝筹稳健混合(后端),混合型,DACHENGLANCHOUWENJIANHUNHE
9736,091005,DCHBB,大成货币B,货币型,DACHENGHUOBIB
9737,091006,DC2020SMZQHH,大成2020生命周期混合(后端),混合型,DACHENG2020SHENGMINGZHOUQIHUNHE
9738,091021,DCYTLZQB,大成月添利债券B,债券型,DACHENGYUETIANLIZHAIQUANB
9739,091022,DCXJZLHBB,大成现金增利货币B,货币型,DACHENGXIANJINZENGLIHUOBIB
9740,091023,DCAHJRZA,大成安汇金融债A,债券型,DACHENGANHUIJINRONGZHAIA
9741,092002,DCZQC,大成债券C,债券型,DACHENGZHAIQUANC
9742,096001,DCBP500DQZZS,大成标普500等权重指数,QDII-指数,DACHENGBIAOPU500DENGQUANZHONGZHISHU
9743,100016,FGTYHGSPHHH,富国天源沪港深平衡混合,混合型,FUGUOTIANYUANHUGANGSHENPINGHENGHUNHE
9744,100017,FGTYHGSPHHH,富国天源沪港深平衡混合(后端),混合型,FUGUOTIANYUANHUGANGSHENPINGHENGHUNHE
9745,100018,FGTLZZZQ,富国天利增长债券,债券型,FUGUOTIANLIZENGZHANGZHAIQUAN
9746,100019,FGTLZZZQ,富国天利增长债券(后端),债券型,FUGUOTIANLIZENGZHANGZHAIQUAN
9747,100020,FGTYJZHHA,富国天益价值混合A,混合型,FUGUOTIANYIJIAZHIHUNHEA
9748,100021,FGTYJZHHA,富国天益价值混合A(后端),混合型,FUGUOTIANYIJIAZHIHUNHEA
9749,100022,FGTRQSHH,富国天瑞强势混合,混合型,FUGUOTIANRUIQIANGSHIHUNHE
9750,100023,FGTRQSHH,富国天瑞强势混合(后端),混合型,FUGUOTIANRUIQIANGSHIHUNHE
9751,100025,FGTSHBA,富国天时货币A,货币型,FUGUOTIANSHIHUOBIA
9752,100026,FGTHWJYXHH,富国天合稳健优选混合,混合型,FUGUOTIANHEWENJIANYOUXUANHUNHE
9753,100027,FGTHWJYXHH,富国天合稳健优选混合(后端),混合型,FUGUOTIANHEWENJIANYOUXUANHUNHE
9754,100028,FGTSHBB,富国天时货币B,货币型,FUGUOTIANSHIHUOBIB
9755,100029,FGTCHLHH,富国天成红利混合,混合型,FUGUOTIANCHENGHONGLIHUNHE
9756,100030,FGTCHLHH,富国天成红利混合(后端),混合型,FUGUOTIANCHENGHONGLIHUNHE
9757,100032,FGZZHLZSZQA,富国中证红利指数增强A,股票指数,FUGUOZHONGZHENGHONGLIZHISHUZENGQIANGA
9758,100033,FGZZHLZSZQA,富国中证红利指数增强A(后端),股票指数,FUGUOZHONGZHENGHONGLIZHISHUZENGQIANGA
9759,100035,FGYHZQZQAB,富国优化增强债券A/B,债券型,FUGUOYOUHUAZENGQIANGZHAIQUANAB
9760,100036,FGYHZQZQAB,富国优化增强债券A/B(后端),债券型,FUGUOYOUHUAZENGQIANGZHAIQUANAB
9761,100037,FGYHZQZQC,富国优化增强债券C,债券型,FUGUOYOUHUAZENGQIANGZHAIQUANC
9762,100038,FGHS300ZSZQ,富国沪深300指数增强,股票指数,FUGUOHUSHEN300ZHISHUZENGQIANG
9763,100039,FGTZTSZTLDHH,富国通胀通缩主题轮动混合,混合型,FUGUOTONGZHANGTONGSUOZHUTILUNDONGHUNHE
9764,100050,FGQQZQQDII,富国全球债券(QDII),QDII,FUGUOQUANQIUZHAIQUANQDII
9765,100051,FGKZZA,富国可转债A,债券型,FUGUOKEZHUANZHAIA
9766,100052,FGKZZA,富国可转债A(后端),债券型,FUGUOKEZHUANZHAIA
9767,100053,FGSZZSETFLJ,富国上证指数ETF联接,联接基金,FUGUOSHANGZHENGZHISHUETFLIANJIE
9768,100055,FGQQKJHLWQDII,富国全球科技互联网(QDII),QDII,FUGUOQUANQIUKEJIHULIANWANGQDII
9769,100056,FGDTHBHH,富国低碳环保混合,混合型,FUGUODITANHUANBAOHUNHE
9770,100058,FGCYZQA,富国产业债券A,债券型,FUGUOCHANYEZHAIQUANA
9771,100059,FGCYZQA,富国产业债券A(后端),债券型,FUGUOCHANYEZHAIQUANA
9772,100060,FGGXJSCYHH,富国高新技术产业混合,混合型,FUGUOGAOXINJISHUCHANYEHUNHE
9773,100061,FGZGZXPHHQDIIRMB,富国中国中小盘混合(QDII)人民币,QDII,FUGUOZHONGGUOZHONGXIAOPANHUNHEQDIIRENMINBI
9774,100066,FGCZZQFQAB,富国纯债债券发起A/B,债券型,FUGUOCHUNZHAIZHAIQUANFAQIAB
9775,100067,FGCZZQFQAB,富国纯债债券发起A/B(后端),债券型,FUGUOCHUNZHAIZHAIQUANFAQIAB
9776,100068,FGCZZQFQC,富国纯债债券发起C,债券型,FUGUOCHUNZHAIZHAIQUANFAQIC
9777,100072,FGQHBDKZAB,富国强回报定开债A/B,定开债券,FUGUOQIANGHUIBAODINGKAIZHAIAB
9778,100073,FGQHBDKZC,富国强回报定开债C,定开债券,FUGUOQIANGHUIBAODINGKAIZHAIC
9779,110001,YFDPWZZHH,易方达平稳增长混合,混合型,YIFANGDAPINGWENZENGZHANGHUNHE
9780,110002,YFDCLCZHH,易方达策略成长混合,混合型,YIFANGDACELUECHENGZHANGHUNHE
9781,110003,YFDSZ50ZQA,易方达上证50增强A,股票指数,YIFANGDASHANGZHENG50ZENGQIANGA
9782,110005,YFDJJCZHH,易方达积极成长混合,混合型,YIFANGDAJIJICHENGZHANGHUNHE
9783,110006,YFDHBA,易方达货币A,货币型,YIFANGDAHUOBIA
9784,110007,YFDWJSYZQA,易方达稳健收益债券A,债券型,YIFANGDAWENJIANSHOUYIZHAIQUANA
9785,110008,YFDWJSYZQB,易方达稳健收益债券B,债券型,YIFANGDAWENJIANSHOUYIZHAIQUANB
9786,110009,YFDJZJXHH,易方达价值精选混合,混合型,YIFANGDAJIAZHIJINGXUANHUNHE
9787,110010,YFDJZCZHH,易方达价值成长混合,混合型,YIFANGDAJIAZHICHENGZHANGHUNHE
9788,110011,YFDZXPHH,易方达中小盘混合,混合型,YIFANGDAZHONGXIAOPANHUNHE
9789,110012,YFDKHLHPZHH,易方达科汇灵活配置混合,混合型,YIFANGDAKEHUILINGHUOPEIZHIHUNHE
9790,110013,YFDKXHH,易方达科翔混合,混合型,YIFANGDAKEXIANGHUNHE
9791,110015,YFDHYLXHH,易方达行业领先混合,混合型,YIFANGDAHANGYELINGXIANHUNHE
9792,110016,YFDHBB,易方达货币B,货币型,YIFANGDAHUOBIB
9793,110017,YFDZQHBZQA,易方达增强回报债券A,债券型,YIFANGDAZENGQIANGHUIBAOZHAIQUANA
9794,110018,YFDZQHBZQB,易方达增强回报债券B,债券型,YIFANGDAZENGQIANGHUIBAOZHAIQUANB
9795,110019,YFDSZ100ETFLJA,易方达深证100ETF联接A,联接基金,YIFANGDASHENZHENG100ETFLIANJIEA
9796,110020,YFDHS300ETFLJA,易方达沪深300ETF联接A,联接基金,YIFANGDAHUSHEN300ETFLIANJIEA
9797,110021,YFDSZZPETFLJA,易方达上证中盘ETF联接A,联接基金,YIFANGDASHANGZHENGZHONGPANETFLIANJIEA
9798,110022,YFDXFHYGP,易方达消费行业股票,股票型,YIFANGDAXIAOFEIHANGYEGUPIAO
9799,110023,YFDYLBJHYHH,易方达医疗保健行业混合,混合型,YIFANGDAYILIAOBAOJIANHANGYEHUNHE
9800,110025,YFDZYHYHH,易方达资源行业混合,混合型,YIFANGDAZIYUANHANGYEHUNHE
9801,110026,YFDCYBETFLJA,易方达创业板ETF联接A,联接基金,YIFANGDACHUANGYEBANETFLIANJIEA
9802,110027,YFDAXHBZQA,易方达安心回报债券A,债券型,YIFANGDAANXINHUIBAOZHAIQUANA
9803,110028,YFDAXHBZQB,易方达安心回报债券B,债券型,YIFANGDAANXINHUIBAOZHAIQUANB
9804,110029,YFDKXHH,易方达科讯混合,混合型,YIFANGDAKEXUNHUNHE
9805,110030,YFDHS300LHZQ,易方达沪深300量化增强,股票指数,YIFANGDAHUSHEN300LIANGHUAZENGQIANG
9806,110031,YFDHSGQETFLJA,易方达恒生国企ETF联接A,QDII-指数,YIFANGDAHENGSHENGGUOQIETFLIANJIEA
9807,110032,YFDHSGQETFLJXHA,易方达恒生国企ETF联接现汇A,QDII-指数,YIFANGDAHENGSHENGGUOQIETFLIANJIEXIANHUIA
9808,110033,YFDHSGQETFLJXCA,易方达恒生国企ETF联接现钞A,QDII-指数,YIFANGDAHENGSHENGGUOQIETFLIANJIEXIANCHAOA
9809,110035,YFDSZZQZQA,易方达双债增强债券A,债券型,YIFANGDASHUANGZHAIZENGQIANGZHAIQUANA
9810,110036,YFDSZZQZQC,易方达双债增强债券C,债券型,YIFANGDASHUANGZHAIZENGQIANGZHAIQUANC
